retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,revenue,profit,sales_method,profit_margin
Foot Locker,2021-07-30,Midwest,Illinois,Chicago,Men's Street Footwear,55,112,6160,333,Online,5.41
Foot Locker,2021-11-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,52,105,5460,191,Outlet,3.5
Kohl's,2021-02-25,Midwest,Montana,Billings,Women's Apparel,58,108,6264,244,Online,3.9
West Gear,2020-01-29,West,Nevada,Las Vegas,Women's Athletic Footwear,47,105,4935,227,Outlet,4.6
Sports Direct,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,33,108,3564,214,Online,6.0
West Gear,2020-02-22,West,Nevada,Las Vegas,Women's Athletic Footwear,58,112,6496,286,Online,4.4
West Gear,2020-02-05,West,Nevada,Las Vegas,Men's Apparel,47,105,4935,321,Outlet,6.5
Sports Direct,2021-02-17,Southeast,Florida,Orlando,Women's Apparel,47,108,5076,294,Online,5.79
West Gear,2020-03-13,West,Nevada,Las Vegas,Men's Apparel,69,112,7728,464,Online,6.0
Sports Direct,2021-04-01,South,Tennessee,Knoxville,Men's Apparel,20,105,2100,80,Outlet,3.81
Sports Direct,2021-09-21,South,Alabama,Birmingham,Women's Athletic Footwear,44,105,4620,305,Outlet,6.6
Foot Locker,2021-11-18,Midwest,Missouri,St. Louis,Women's Apparel,48,108,5184,327,Online,6.31
Sports Direct,2021-09-28,South,Alabama,Birmingham,Men's Apparel,22,105,2310,113,Outlet,4.89
West Gear,2020-03-28,West,Colorado,Denver,Men's Athletic Footwear,48,112,5376,183,Online,3.4
West Gear,2021-06-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19,108,2052,105,Online,5.12
West Gear,2020-07-16,West,Washington,Seattle,Women's Athletic Footwear,67,112,7504,300,Online,4.0
Walmart,2021-04-17,Southeast,Florida,Orlando,Men's Athletic Footwear,51,105,5355,145,Outlet,2.71
West Gear,2021-06-11,West,Utah,Salt Lake City,Men's Apparel,34,108,3672,165,Online,4.49
Kohl's,2021-01-14,Midwest,Montana,Billings,Women's Apparel,42,112,4704,183,Online,3.89
Foot Locker,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,40,105,4200,172,Outlet,4.1
Kohl's,2021-02-13,Midwest,Montana,Billings,Women's Apparel,56,112,6272,238,Online,3.79
West Gear,2021-11-11,West,Utah,Salt Lake City,Men's Athletic Footwear,20,108,2160,99,Online,4.58
West Gear,2021-01-24,West,Utah,Salt Lake City,Women's Apparel,39,108,4212,181,Online,4.3
Foot Locker,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,42,105,4410,207,Outlet,4.69
West Gear,2021-06-24,West,Oregon,Portland,Men's Apparel,86,108,9288,492,Online,5.3
West Gear,2021-03-10,West,Utah,Salt Lake City,Men's Athletic Footwear,22,105,2310,92,Outlet,3.98
Sports Direct,2021-03-31,South,Tennessee,Knoxville,Women's Athletic Footwear,23,112,2576,167,Online,6.48
Foot Locker,2021-07-22,West,Arizona,Phoenix,Women's Athletic Footwear,48,101,4848,218,Online,4.5
West Gear,2021-09-12,West,Utah,Salt Lake City,Women's Street Footwear,7,105,735,31,Outlet,4.22
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,69,101,6969,265,Online,3.8
West Gear,2021-01-24,West,Utah,Salt Lake City,Women's Street Footwear,31,105,3255,127,Outlet,3.9
West Gear,2021-10-17,South,Louisiana,New Orleans,Women's Apparel,50,108,5400,254,Online,4.7
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,46,101,4646,246,Online,5.29
Foot Locker,2021-07-08,Midwest,Nebraska,Omaha,Men's Street Footwear,38,112,4256,230,Online,5.4
Foot Locker,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,38,105,3990,160,Outlet,4.01
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,52,108,5616,292,Online,5.2
Amazon,2021-02-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,101,2929,146,Online,4.98
Walmart,2021-10-18,South,Mississippi,Jackson,Men's Apparel,25,105,2625,110,Outlet,4.19
Foot Locker,2021-02-18,South,Mississippi,Jackson,Men's Apparel,39,108,4212,194,Online,4.61
Amazon,2021-04-10,Midwest,Ohio,Columbus,Men's Apparel,42,101,4242,199,Online,4.69
Amazon,2021-06-22,Southeast,Kentucky,Louisville,Women's Apparel,52,101,5252,273,Online,5.2
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Athletic Footwear,23,101,2323,123,Online,5.29
West Gear,2021-11-20,South,Arkansas,Little Rock,Men's Apparel,56,105,5880,241,Outlet,4.1
Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,14,101,1414,78,Online,5.52
Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,33,101,3333,170,Online,5.1
Walmart,2021-09-16,South,Mississippi,Jackson,Men's Apparel,29,108,3132,150,Online,4.79
West Gear,2021-01-23,South,Arkansas,Little Rock,Women's Apparel,23,101,2323,121,Online,5.21
West Gear,2021-12-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49,108,5292,291,Online,5.5
Kohl's,2021-12-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,55,101,5555,278,Online,5.0
West Gear,2021-07-09,Midwest,Indiana,Indianapolis,Women's Apparel,54,101,5454,278,Online,5.1
Kohl's,2021-08-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,42,101,4242,199,Online,4.69
Sports Direct,2021-11-07,Northeast,New Jersey,Newark,Men's Street Footwear,59,108,6372,306,Online,4.8
Sports Direct,2021-12-06,Northeast,New Jersey,Newark,Women's Apparel,59,101,5959,322,Online,5.4
Sports Direct,2021-08-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,108,5184,285,Online,5.5
Amazon,2021-06-22,West,Alaska,Anchorage,Men's Athletic Footwear,55,112,6160,308,Online,5.0
Foot Locker,2021-12-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,51,101,5151,263,Online,5.11
Foot Locker,2021-12-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,62,108,6696,281,Online,4.2
Amazon,2021-12-20,West,Alaska,Anchorage,Men's Athletic Footwear,60,112,6720,316,Online,4.7
Sports Direct,2021-06-15,Northeast,Massachusetts,Boston,Women's Apparel,54,101,5454,218,Online,4.0
Sports Direct,2021-09-02,South,Texas,Dallas,Men's Apparel,26,107,2782,100,Outlet,3.59
Walmart,2021-10-17,Southeast,Florida,Orlando,Women's Street Footwear,55,112,6160,253,Online,4.11
Foot Locker,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,31,101,3131,116,Outlet,3.7
West Gear,2020-03-01,West,Nevada,Las Vegas,Men's Apparel,48,107,5136,277,Outlet,5.39
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,112,3696,174,Online,4.71
West Gear,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,33,101,3333,143,Outlet,4.29
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,30,101,3030,115,Outlet,3.8
Walmart,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,39,107,4173,142,Outlet,3.4
Kohl's,2021-10-21,South,Oklahoma,Oklahoma City,Women's Apparel,22,101,2222,104,Outlet,4.68
Amazon,2021-01-14,Northeast,Massachusetts,Boston,Women's Street Footwear,27,101,2727,109,Outlet,4.0
Sports Direct,2021-10-17,Midwest,Michigan,Detroit,Men's Apparel,48,112,5376,296,Online,5.51
Amazon,2021-12-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,44,101,4444,187,Outlet,4.21
Foot Locker,2021-02-24,Southeast,Virginia,Richmond,Women's Apparel,30,107,3210,116,Outlet,3.61
Amazon,2021-01-21,Northeast,Vermont,Burlington,Women's Street Footwear,28,101,2828,102,Outlet,3.61
West Gear,2021-04-11,West,Utah,Salt Lake City,Women's Street Footwear,10,107,1070,44,Outlet,4.11
Amazon,2021-01-21,Northeast,Vermont,Burlington,Women's Apparel,35,101,3535,141,Outlet,3.99
West Gear,2021-11-11,West,Utah,Salt Lake City,Women's Street Footwear,14,107,1498,63,Outlet,4.21
West Gear,2021-03-10,West,Utah,Salt Lake City,Women's Street Footwear,18,112,2016,101,Online,5.01
Amazon,2021-04-18,Northeast,New Hampshire,Manchester,Women's Apparel,33,101,3333,123,Outlet,3.69
West Gear,2021-04-17,South,Louisiana,New Orleans,Men's Athletic Footwear,36,107,3852,177,Outlet,4.6
West Gear,2021-04-11,West,Utah,Salt Lake City,Women's Apparel,24,112,2688,161,Online,5.99
Amazon,2021-05-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,42,101,4242,144,Outlet,3.39
Foot Locker,2021-03-22,West,Arizona,Phoenix,Women's Apparel,37,107,3959,107,Outlet,2.7
Foot Locker,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,60,100,6000,2100,Outlet,35.0
West Gear,2021-06-11,West,Utah,Salt Lake City,Men's Athletic Footwear,24,112,2688,132,Online,4.91
West Gear,2021-12-10,West,Utah,Salt Lake City,Women's Athletic Footwear,27,112,3024,154,Online,5.09
West Gear,2021-12-10,West,Utah,Salt Lake City,Men's Apparel,38,112,4256,213,Online,5.0
West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Men's Apparel,41,105,4305,164,Outlet,3.81
Foot Locker,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,100,5000,2000,Outlet,40.0
Foot Locker,2021-10-23,West,Arizona,Phoenix,Women's Apparel,47,107,5029,146,Outlet,2.9
West Gear,2021-08-20,South,Oklahoma,Oklahoma City,Men's Apparel,40,105,4200,155,Outlet,3.69
Foot Locker,2021-11-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,55,100,5500,1925,Outlet,35.0
West Gear,2021-01-17,West,Oregon,Portland,Women's Street Footwear,43,112,4816,260,Online,5.4
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,16,105,1680,64,Outlet,3.81
Foot Locker,2021-12-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,50,100,5000,1750,Outlet,35.0
Foot Locker,2021-11-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37,105,3885,179,Outlet,4.61
Foot Locker,2021-12-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60,100,6000,1800,Outlet,30.0
Foot Locker,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,30,100,3000,1050,In-store,35.0
Foot Locker,2020-11-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,100,4000,1200,In-store,30.0
Foot Locker,2021-06-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,105,3675,143,Outlet,3.89
Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Athletic Footwear,14,107,1498,55,Outlet,3.67
Sports Direct,2021-11-07,Northeast,Rhode Island,Providence,Men's Street Footwear,40,105,4200,176,Outlet,4.19
West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,27,107,2889,124,Outlet,4.29
West Gear,2021-07-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,36,107,3852,177,Outlet,4.6
Sports Direct,2021-07-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,36,105,3780,140,Outlet,3.7
Foot Locker,2020-11-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,100,3000,900,In-store,30.0
Sports Direct,2021-08-04,Northeast,Connecticut,Hartford,Women's Street Footwear,36,107,3852,135,Outlet,3.5
Amazon,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,43,105,4515,126,Outlet,2.79
Foot Locker,2020-12-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,100,3500,1050,Outlet,30.0
Amazon,2021-01-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,36,107,3852,189,Outlet,4.91
Amazon,2021-06-12,Northeast,Vermont,Burlington,Men's Apparel,44,105,4620,189,Outlet,4.09
Foot Locker,2021-06-03,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,100,4000,1400,Outlet,35.0
Amazon,2021-03-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,32,105,3360,114,Outlet,3.39
Foot Locker,2021-06-16,Midwest,Nebraska,Omaha,Women's Street Footwear,35,100,3500,1225,Outlet,35.0
Foot Locker,2021-07-06,Midwest,Nebraska,Omaha,Men's Apparel,40,100,4000,1400,Outlet,35.0
Amazon,2021-02-12,Northeast,Vermont,Burlington,Women's Apparel,35,107,3745,176,Outlet,4.7
Foot Locker,2021-01-24,Northeast,New Hampshire,Manchester,Women's Apparel,41,105,4305,138,Outlet,3.21
Amazon,2021-07-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,39,107,4173,146,Outlet,3.5
Foot Locker,2021-12-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,55,104,5720,355,Online,6.21
Kohl's,2021-03-23,West,California,Los Angeles,Men's Apparel,46,106,4876,332,Online,6.81
Foot Locker,2021-07-10,Midwest,Nebraska,Omaha,Women's Street Footwear,20,100,2000,700,Outlet,35.0
West Gear,2020-03-05,West,Nevada,Las Vegas,Women's Street Footwear,55,106,5830,268,Online,4.6
Foot Locker,2021-07-24,Midwest,Nebraska,Omaha,Men's Apparel,50,100,5000,1750,Outlet,35.0
West Gear,2020-05-07,West,Colorado,Denver,Women's Apparel,65,106,6890,214,Online,3.11
West Gear,2020-01-16,West,Nevada,Las Vegas,Women's Street Footwear,52,104,5408,287,Online,5.31
Amazon,2021-10-15,South,Alabama,Birmingham,Women's Athletic Footwear,35,100,3500,1050,Outlet,30.0
West Gear,2020-01-27,West,Nevada,Las Vegas,Men's Athletic Footwear,60,104,6240,268,Online,4.29
Amazon,2021-10-28,Northeast,Maine,Portland,Men's Apparel,50,100,5000,1250,Outlet,25.0
Sports Direct,2021-08-18,South,Alabama,Birmingham,Women's Apparel,34,104,3536,265,Online,7.49
Foot Locker,2020-11-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,44,106,4664,229,Online,4.91
Amazon,2021-10-19,Northeast,Maine,Portland,Women's Athletic Footwear,55,100,5500,1650,Outlet,30.0
Kohl's,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,41,106,4346,191,Online,4.39
Amazon,2021-08-21,West,Alaska,Anchorage,Women's Apparel,67,104,6968,293,Online,4.2
Kohl's,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,38,106,4028,213,Online,5.29
Walmart,2021-11-10,West,Hawaii,Honolulu,Women's Athletic Footwear,60,104,6240,243,Online,3.89
West Gear,2021-05-18,South,Louisiana,New Orleans,Women's Street Footwear,49,112,5488,280,Online,5.1
Walmart,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,65,104,6760,392,Online,5.8
West Gear,2021-10-17,South,Louisiana,New Orleans,Men's Street Footwear,34,112,3808,206,Online,5.41
Foot Locker,2021-08-23,West,Arizona,Phoenix,Women's Athletic Footwear,52,112,5824,285,Online,4.89
Kohl's,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,41,106,4346,235,Online,5.41
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,51,112,5712,303,Online,5.3
Foot Locker,2021-06-24,Southeast,Virginia,Richmond,Men's Apparel,81,104,8424,430,Online,5.1
Kohl's,2021-02-12,Midwest,Montana,Billings,Men's Apparel,52,106,5512,386,Online,7.0
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Women's Street Footwear,52,112,5824,285,Online,4.89
West Gear,2021-10-11,West,Utah,Salt Lake City,Women's Apparel,32,104,3328,206,Online,6.19
Sports Direct,2021-04-07,South,Tennessee,Knoxville,Men's Apparel,41,106,4346,213,Online,4.9
Sports Direct,2021-09-05,West,Idaho,Boise,Men's Apparel,50,104,5200,239,Online,4.6
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,37,112,4144,228,Online,5.5
Amazon,2021-08-21,West,Alaska,Anchorage,Men's Athletic Footwear,56,106,5936,267,Online,4.5
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,41,104,4264,162,Online,3.8
Amazon,2021-10-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,112,3248,166,Online,5.11
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,37,104,3848,192,Online,4.99
West Gear,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,39,106,4134,169,Online,4.09
West Gear,2021-12-19,South,Arkansas,Little Rock,Men's Apparel,64,112,7168,351,Online,4.9
Walmart,2021-06-21,South,Arkansas,Little Rock,Women's Street Footwear,38,104,3952,213,Online,5.39
Kohl's,2021-04-11,West,Wyoming,Cheyenne,Men's Apparel,47,106,4982,209,Online,4.2
Foot Locker,2021-12-12,Midwest,Kansas,Wichita,Women's Apparel,68,112,7616,350,Online,4.6
Foot Locker,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,64,106,6784,346,Online,5.1
Foot Locker,2021-10-06,Midwest,Iowa,Des Moines,Men's Street Footwear,43,112,4816,197,Online,4.09
Walmart,2021-08-20,South,Arkansas,Little Rock,Women's Athletic Footwear,39,104,4056,203,Online,5.0
West Gear,2021-11-06,Midwest,Iowa,Des Moines,Men's Street Footwear,41,112,4592,202,Online,4.4
West Gear,2021-10-21,South,Arkansas,Little Rock,Women's Apparel,29,104,3016,160,Online,5.31
West Gear,2021-12-16,Northeast,West Virginia,Charleston,Women's Street Footwear,50,112,5600,297,Online,5.3
Kohl's,2021-12-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,100,5000,240,Online,4.8
Foot Locker,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54,104,5616,258,Online,4.59
Amazon,2021-12-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,100,5500,303,Online,5.51
Sports Direct,2021-07-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,112,5376,285,Online,5.3
Sports Direct,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,53,104,5512,270,Online,4.9
Amazon,2021-10-19,Northeast,Maine,Portland,Men's Apparel,65,100,6500,1625,Outlet,25.0
Foot Locker,2021-11-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45,99,4455,174,Outlet,3.91
Foot Locker,2021-12-03,Northeast,Connecticut,Hartford,Women's Apparel,67,112,7504,345,Online,4.6
West Gear,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,41,104,4264,183,Online,4.29
Foot Locker,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,55,100,5500,2200,In-store,40.0
Walmart,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,42,99,4158,204,Outlet,4.91
Foot Locker,2021-05-13,Northeast,Delaware,Wilmington,Women's Apparel,54,104,5616,309,Online,5.5
West Gear,2021-03-23,West,Oregon,Portland,Men's Apparel,55,100,5500,2200,In-store,40.0
Foot Locker,2021-11-23,West,Arizona,Phoenix,Men's Apparel,44,99,4356,157,Outlet,3.6
Amazon,2021-08-11,Northeast,Vermont,Burlington,Women's Apparel,61,104,6344,324,Online,5.11
Amazon,2021-03-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,100,4000,1600,Online,40.0
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,28,99,2772,116,Outlet,4.18
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45,100,4500,1800,Online,40.0
Walmart,2021-10-21,South,Arkansas,Little Rock,Women's Street Footwear,16,99,1584,73,Outlet,4.61
Kohl's,2021-03-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,100,2000,700,Online,35.0
Foot Locker,2021-11-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,63,104,6552,295,Online,4.5
Foot Locker,2021-12-03,Northeast,Connecticut,Hartford,Men's Apparel,42,99,4158,146,Outlet,3.51
Amazon,2021-10-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,44,99,4356,213,Outlet,4.89
Amazon,2021-03-17,Northeast,New Hampshire,Manchester,Women's Apparel,36,99,3564,135,Outlet,3.79
Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Apparel,25,104,2600,96,Outlet,3.69
Foot Locker,2021-10-19,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,44,99,4356,192,Outlet,4.41
Foot Locker,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,100,3500,1050,Online,30.0
Walmart,2021-09-19,South,Arkansas,Little Rock,Women's Athletic Footwear,12,104,1248,52,Outlet,4.17
Foot Locker,2021-01-24,Northeast,New Hampshire,Manchester,Women's Street Footwear,35,99,3465,94,Outlet,2.71
Foot Locker,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,60,100,6000,2100,Online,35.0
Sports Direct,2021-05-13,Northeast,Massachusetts,Boston,Women's Apparel,43,104,4472,152,Outlet,3.4
Foot Locker,2021-12-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64,98,6272,263,Online,4.19
Foot Locker,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,100,4500,1350,Online,30.0
Amazon,2021-01-14,Northeast,Massachusetts,Boston,Women's Apparel,34,104,3536,152,Outlet,4.3
West Gear,2020-04-07,West,Colorado,Denver,Women's Apparel,72,98,7056,176,Online,2.49
Sports Direct,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,100,3000,900,Online,30.0
Amazon,2021-06-12,Northeast,Vermont,Burlington,Women's Street Footwear,35,104,3640,142,Outlet,3.9
West Gear,2020-04-10,West,Colorado,Denver,Women's Street Footwear,59,98,5782,347,Online,6.0
Sports Direct,2021-04-09,Midwest,North Dakota,Fargo,Men's Apparel,60,100,6000,2100,In-store,35.0
West Gear,2020-07-22,West,Washington,Seattle,Women's Athletic Footwear,58,98,5684,250,Online,4.4
Foot Locker,2020-11-27,Midwest,Minnesota,Minneapolis,Women's Apparel,54,98,5292,291,Online,5.5
Sports Direct,2021-05-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,100,4000,1200,In-store,30.0
Foot Locker,2020-12-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,41,98,4018,189,Online,4.7
Amazon,2021-12-13,Northeast,Massachusetts,Boston,Women's Apparel,65,112,7280,320,Online,4.4
Amazon,2021-12-10,Northeast,Vermont,Burlington,Men's Apparel,48,104,4992,210,Outlet,4.21
Kohl's,2020-12-31,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,98,4312,224,Online,5.19
Foot Locker,2021-03-23,Southeast,Virginia,Richmond,Women's Street Footwear,43,112,4816,197,Outlet,4.09
